route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Blue,285.2969.1,3970692,SANTA TERESA,1,9022,123175,1,1
Blue,285.2969.2,3970793,SANTA TERESA,1,9024,123175,1,1
Blue,285.2969.3,3970895,SANTA TERESA,1,9024,123175,1,1
Green,285.2658.1,3971377,OLD IRONSIDES,0,9038,123290,1,1
Green,285.2658.1,3971378,OLD IRONSIDES,0,9039,123290,1,1
Green,285.2658.1,3971379,OLD IRONSIDES,0,9030,123290,1,1
Green,285.2658.2,3971514,OLD IRONSIDES,0,9035,123290,1,1
Green,285.2658.3,3971614,OLD IRONSIDES,0,9035,123290,1,1
Green,285.2658.1,3971380,OLD IRONSIDES,0,9031,123290,1,1
Green,285.2658.1,3971381,OLD IRONSIDES,0,9032,123290,1,1
Green,285.2658.2,3971515,OLD IRONSIDES,0,9036,123290,1,1
Green,285.2658.3,3971615,OLD IRONSIDES,0,9036,123290,1,1
Green,285.2658.1,3971382,OLD IRONSIDES,0,9033,123290,1,1
Green,285.2658.2,3971516,OLD IRONSIDES,0,9030,123290,1,1
Green,285.2658.3,3971616,OLD IRONSIDES,0,9030,123290,1,1
Green,285.2658.1,3971383,OLD IRONSIDES,0,9034,123290,1,1
Green,285.2658.1,3971384,OLD IRONSIDES,0,9035,123290,1,1
Green,285.2658.2,3971517,OLD IRONSIDES,0,9031,123290,1,1
Green,285.2658.3,3971617,OLD IRONSIDES,0,9031,123290,1,1
Green,285.2658.1,3971385,OLD IRONSIDES,0,9036,123290,1,1
Green,285.2658.2,3971518,OLD IRONSIDES,0,9032,123290,1,1
Green,285.2658.3,3971618,OLD IRONSIDES,0,9032,123290,1,1
Green,285.2658.1,3971386,OLD IRONSIDES,0,9037,123290,1,1
Green,285.2658.1,3971387,OLD IRONSIDES,0,9038,123290,1,1
Green,285.2658.2,3971519,OLD IRONSIDES,0,9033,123290,1,1
Green,285.2658.3,3971619,OLD IRONSIDES,0,9033,123290,1,1
Green,285.2658.1,3971388,OLD IRONSIDES,0,9039,123290,1,1
Green,285.2658.2,3971520,OLD IRONSIDES,0,9034,123290,1,1
Green,285.2658.3,3971620,OLD IRONSIDES,0,9034,123290,1,1
Green,285.2658.1,3971389,OLD IRONSIDES,0,9030,123290,1,1
Green,285.2658.2,3971521,OLD IRONSIDES,0,9035,123290,1,1
Green,285.2658.3,3971621,OLD IRONSIDES,0,9035,123290,1,1
Green,285.2658.1,3971390,OLD IRONSIDES,0,9031,123290,1,1
Green,285.2658.1,3971391,OLD IRONSIDES,0,9032,123290,1,1
Green,285.2658.2,3971522,OLD IRONSIDES,0,9036,123290,1,1
Green,285.2658.3,3971622,OLD IRONSIDES,0,9036,123290,1,1
Green,285.2658.1,3971392,OLD IRONSIDES,0,9033,123290,1,1
Green,285.2658.2,3971523,OLD IRONSIDES,0,9030,123290,1,1
Green,285.2658.3,3971623,OLD IRONSIDES,0,9030,123290,1,1
