route_id,direction_id,stop_id,stop_sequence,mean_delay,stop_name,boardings,alightings,total_b_a,geometry,node,spacing_ft,index_right,cluster,adt,dist_to_adt
23,0,60420,45,-52.31428571428572,Santa Clara & 24th,95.10504046606988,123.49301597095712,218.59805643702703,POINT (6164064.792374 1951680.29938456),65494694,294.55200335655206,15.0,15.0,11923.5,58.81272963832962
23,0,60421,46,-35.4,Santa Clara & 28th,74.42689051144936,80.74733183483178,155.1742223462811,POINT (6165083.9655325 1952252.78281964),65529824,371.01078687599926,30.0,30.0,24967.75,199.78431626427795
23,0,60422,47,-7.114285714285714,Alum Rock & 33rd,18.669426815015058,69.65748524351467,88.32691205852973,POINT (6166597.53140299 1953121.81290573),65421247,527.470881755901,20.0,20.0,14511.0,135.12801692040833
23,0,63026,48,7.117647058823529,Alum Rock & King,55.57118690133395,107.34849709114418,162.91968399247804,POINT (6167854.94883566 1953833.68254498),4883398844,367.7842032065622,118.0,118.0,28500.0,61.57429265328295
23,0,63027,49,12.4,Alum Rock & McCreery,18.39030405868641,39.55531208987093,57.945616148557335,POINT (6168707.6590725 1954323.86529164),4914640544,380.95568033894517,18.0,18.0,16096.5,114.90364303412508
23,0,63030,52,-10.411764705882353,Alum Rock & Jackson,32.55360228007285,93.3904002859885,125.9440025660614,POINT (6171370.29416716 1955858.61681531),65421289,519.760483287787,68.0,68.0,17910.0,162.6664934323551
23,0,63031,53,-17.97142857142857,Alum Rock & Muirfield,2.8011779886779893,55.81124267888976,58.61242066756773,POINT (6172728.42137216 1956638.81440189),65421296,663.2553265344113,95.0,95.0,5230.0,139.3976914794518
23,0,63864,54,-24.714285714285715,Capitol & Alum Rock,7.030726952785773,175.992697743433,183.0234246962188,POINT (6173689.97423908 1956967.73664431),4883398882,266.96415373121124,22.0,22.0,25531.0,216.96407185744013
23,1,63066,3,21.5,Alum Rock & Alexander,51.0666292041292,2.99783966033966,54.06446886446887,POINT (6172874.74719499 1956810.05323264),6696236626,219.43328642892345,95.0,95.0,5230.0,173.2909583296868
23,1,63067,4,-5.764705882352941,Alum Rock & Jackson,96.30598568098569,26.79821012321012,123.10419580419575,POINT (6171311.78280124 1955913.3493174),65421289,530.6214432866548,68.0,68.0,17910.0,183.537114071164
