,counter_id,adt,main_road,counter_location,cross_road,nearby_intersect,geometry,index_right,route_id,route_name,route_desc,category,route_length,object_id
757,5203,13240.0,SAN CARLOS ST,W of,THIRD ST,SAN CARLOS ST & THIRD ST,POINT (6158892.88047375 1946454.16613606),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
757,5203,13240.0,SAN CARLOS ST,W of,THIRD ST,SAN CARLOS ST & THIRD ST,POINT (6158892.88047375 1946454.16613606),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
763,5209,12920.0,ALMADEN BL,N of,CONVENTION CENTER,ALMADEN BL & CONVENTION CENTER,POINT (6157256.14555825 1945247.46973056),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
763,5209,12920.0,ALMADEN BL,N of,CONVENTION CENTER,ALMADEN BL & CONVENTION CENTER,POINT (6157256.14555825 1945247.46973056),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
767,5213,12799.0,LUNDY AV,N of,COMMERCE DR,LUNDY AV & COMMERCE DR,POINT (6157648.11918375 1969546.63668332),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
784,5230,12378.0,WILLOW ST,W of,DELMAS AV,WILLOW ST & DELMAS AV,POINT (6156228.51572375 1939090.72745089),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
792,5238,12214.0,WILLOW ST,E of,DELMAS AV,WILLOW ST & DELMAS AV,POINT (6156390.16631909 1939204.60386357),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
793,5239,12213.0,KEYES ST,W of,THIRD ST,KEYES ST & THIRD ST,POINT (6161385.84038283 1942139.76564415),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
796,5242,12142.0,MERIDIAN AV,N of,SAN CARLOS ST,MERIDIAN AV & SAN CARLOS ST,POINT (6150597.46432184 1943511.10804582),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
796,5242,12142.0,MERIDIAN AV,N of,SAN CARLOS ST,MERIDIAN AV & SAN CARLOS ST,POINT (6150597.46432184 1943511.10804582),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
806,5252,11850.0,RACE ST,N of,SAN CARLOS ST,RACE ST & SAN CARLOS ST,POINT (6151272.51349667 1943508.55096431),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
806,5252,11850.0,RACE ST,N of,SAN CARLOS ST,RACE ST & SAN CARLOS ST,POINT (6151272.51349667 1943508.55096431),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
815,5261,11556.0,WILLIAMS RD,E of,BOYNTON AV,WILLIAMS RD & BOYNTON AV,POINT (6135567.22600967 1938184.81522073),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
817,5263,11529.0,WILLIAMS RD,W of,BOYNTON AV,WILLIAMS RD & BOYNTON AV,POINT (6135129.95162174 1938142.58597448),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
856,5302,10330.0,TAYLOR ST,E of,THE ALAMEDA,TAYLOR ST & THE ALAMEDA,POINT (6149214.34635316 1948568.60285206),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
856,5302,10330.0,TAYLOR ST,E of,THE ALAMEDA,TAYLOR ST & THE ALAMEDA,POINT (6149214.34635316 1948568.60285206),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
870,5316,9934.0,OCALA AV,E of,KING RD,OCALA AV & KING RD,POINT (6173762.55283408 1945859.71391289),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
895,5341,9176.0,WILLOW ST,E of,LELONG ST,WILLOW ST & LELONG ST,POINT (6157913.60716984 1940209.34693281),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
899,5345,9100.0,MCGINNESS AV,S of,STORY RD,MCGINNESS AV & STORY RD,POINT (6176801.20358092 1953470.2144399),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
900,5346,9090.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158385.04356292 1948315.4235684),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
900,5346,9090.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158385.04356292 1948315.4235684),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
900,5346,9090.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158385.04356292 1948315.4235684),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
900,5346,9090.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158385.04356292 1948315.4235684),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
903,5349,8990.0,WILLOW ST,E of,CHERRY AV,WILLOW ST & CHERRY AV,POINT (6152691.93946359 1937010.65451132),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
928,5374,8293.0,WILLOW ST,E of,CAROLYN AV,WILLOW ST & CAROLYN AV,POINT (6153182.3279185 1937278.10541998),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
954,5400,8010.0,VINE ST,S of,WILLOW ST,VINE ST & WILLOW ST,POINT (6159496.71292749 1941273.53246848),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
959,5405,7940.0,WILLIAMS RD,W of,EDEN AV,WILLIAMS RD & EDEN AV,POINT (6138437.564101 1938208.07993798),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
966,5412,7770.0,THIRD ST,S of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158074.10094333 1948141.48526798),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
966,5412,7770.0,THIRD ST,S of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158074.10094333 1948141.48526798),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
966,5412,7770.0,THIRD ST,S of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158074.10094333 1948141.48526798),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
966,5412,7770.0,THIRD ST,S of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158074.10094333 1948141.48526798),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
985,5431,7390.0,SANTA CLARA ST,E of,THIRD ST,SANTA CLARA ST & THIRD ST,POINT (6158086.81614099 1948269.91512923),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
985,5431,7390.0,SANTA CLARA ST,E of,THIRD ST,SANTA CLARA ST & THIRD ST,POINT (6158086.81614099 1948269.91512923),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
985,5431,7390.0,SANTA CLARA ST,E of,THIRD ST,SANTA CLARA ST & THIRD ST,POINT (6158086.81614099 1948269.91512923),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
985,5431,7390.0,SANTA CLARA ST,E of,THIRD ST,SANTA CLARA ST & THIRD ST,POINT (6158086.81614099 1948269.91512923),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1024,5470,6760.0,THORNTON WY,S of,EMPEY WY,THORNTON WY & EMPEY WY,POINT (6143285.30735825 1940120.36942048),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1047,5493,6532.0,THIRD ST,S of,KEYES ST,THIRD ST & KEYES ST,POINT (6161530.39225908 1942129.34276474),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1049,5495,6510.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6157969.24682233 1948323.96390565),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1049,5495,6510.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6157969.24682233 1948323.96390565),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1049,5495,6510.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6157969.24682233 1948323.96390565),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1049,5495,6510.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6157969.24682233 1948323.96390565),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1076,5522,6122.0,MONROE ST,S of,STEVENS CREEK BL,MONROE ST & STEVENS CREEK BL,POINT (6141994.22693516 1943365.58930798),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1076,5522,6122.0,MONROE ST,S of,STEVENS CREEK BL,MONROE ST & STEVENS CREEK BL,POINT (6141994.22693516 1943365.58930798),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1078,5524,6084.0,BLANEY AV,N of,BOLLINGER RD,BLANEY AV & BOLLINGER RD,POINT (6118706.89522909 1939027.99430865),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1094,5540,5790.0,WILLIAMS RD,W of,PINEWOOD DR,WILLIAMS RD & PINEWOOD DR,POINT (6130489.53242491 1938254.91252148),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1149,5595,5230.0,MUIRFIELD DR,S of,ALUM ROCK AV,MUIRFIELD DR & ALUM ROCK AV,POINT (6172867.80593592 1956636.90134798),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1149,5595,5230.0,MUIRFIELD DR,S of,ALUM ROCK AV,MUIRFIELD DR & ALUM ROCK AV,POINT (6172867.80593592 1956636.90134798),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1151,5597,5219.0,BLANEY AV,S of,BOLLINGER RD,BLANEY AV & BOLLINGER RD,POINT (6118653.26410274 1938791.83730064),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1155,5601,5130.0,WILLOW ST,W of,LELONG ST,WILLOW ST & LELONG ST,POINT (6157825.8461905 1940160.93659656),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1165,5611,5023.0,LEIGH AV,N of,SAN CARLOS ST,LEIGH AV & SAN CARLOS ST,POINT (6147671.22115858 1943636.19211324),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1165,5611,5023.0,LEIGH AV,N of,SAN CARLOS ST,LEIGH AV & SAN CARLOS ST,POINT (6147671.22115858 1943636.19211324),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1183,5629,41707.0,STORY RD,E of,CAPITOL EX,STORY RD & CAPITOL EX,POINT (6176319.08413833 1953251.25523214),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1189,5635,21670.0,SAN CARLOS ST,E of,RAYMOND AV,SAN CARLOS ST & RAYMOND AV,POINT (6146404.64888857 1943394.52888265),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1189,5635,21670.0,SAN CARLOS ST,E of,RAYMOND AV,SAN CARLOS ST & RAYMOND AV,POINT (6146404.64888857 1943394.52888265),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1205,5651,23084.0,KEYES ST,W of,ELEVENTH ST,KEYES ST & ELEVENTH ST,POINT (6163883.69857608 1943556.73262648),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1209,5655,20458.0,KING RD,S of,HAVANA DR,KING RD & HAVANA DR,POINT (6173892.21956949 1945498.0532189),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1210,5656,18919.0,SANTA CLARA ST,E of,FIRST ST,SANTA CLARA ST & FIRST ST,POINT (6157502.226759 1947934.46107572),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1210,5656,18919.0,SANTA CLARA ST,E of,FIRST ST,SANTA CLARA ST & FIRST ST,POINT (6157502.226759 1947934.46107572),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1210,5656,18919.0,SANTA CLARA ST,E of,FIRST ST,SANTA CLARA ST & FIRST ST,POINT (6157502.226759 1947934.46107572),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1210,5656,18919.0,SANTA CLARA ST,E of,FIRST ST,SANTA CLARA ST & FIRST ST,POINT (6157502.226759 1947934.46107572),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1211,5657,17190.0,SANTA CLARA ST,E of,20TH ST,SANTA CLARA ST & 20TH ST,POINT (6163067.25335857 1951134.58197206),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1211,5657,17190.0,SANTA CLARA ST,E of,20TH ST,SANTA CLARA ST & 20TH ST,POINT (6163067.25335857 1951134.58197206),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1211,5657,17190.0,SANTA CLARA ST,E of,20TH ST,SANTA CLARA ST & 20TH ST,POINT (6163067.25335857 1951134.58197206),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1214,5660,51883.0,STEVENS CREEK BL,E of,BAYWOOD AV,STEVENS CREEK BL & BAYWOOD AV,POINT (6141420.73694041 1943456.64490014),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1214,5660,51883.0,STEVENS CREEK BL,E of,BAYWOOD AV,STEVENS CREEK BL & BAYWOOD AV,POINT (6141420.73694041 1943456.64490014),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1215,5661,26474.0,STORY RD,E of,LEEWARD DR,STORY RD & LEEWARD DR,POINT (6175067.04661617 1952205.28849207),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1218,5664,28029.0,WINCHESTER BL,N of,FRUITDALE AV,WINCHESTER BL & FRUITDALE AV,POINT (6139964.09418441 1938816.79558407),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1218,5664,28029.0,WINCHESTER BL,N of,FRUITDALE AV,WINCHESTER BL & FRUITDALE AV,POINT (6139964.09418441 1938816.79558407),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1219,5665,3360.0,FIRST ST,S of,SAN SALVADOR ST,FIRST ST & SAN SALVADOR ST,POINT (6157877.90251683 1947052.66297056),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1219,5665,3360.0,FIRST ST,S of,SAN SALVADOR ST,FIRST ST & SAN SALVADOR ST,POINT (6157877.90251683 1947052.66297056),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1220,5666,5054.0,SECOND ST,S of,KEYES ST,SECOND ST & KEYES ST,POINT (6161116.48363808 1942135.33258215),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1242,5688,3069.0,ST ELIZABETH DR,S of,FRUTDALE AV,ST ELIZABETH DR & FRUTDALE AV,POINT (6149960.722157 1938647.06528048),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1254,5700,32737.0,MERIDIAN AV,S of,WESTWOOD DR,MERIDIAN AV & WESTWOOD DR,POINT (6150536.36929967 1936913.86205398),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1255,5701,33163.0,MERIDIAN AV,S of,WESTWOOD DR,MERIDIAN AV & WESTWOOD DR,POINT (6150536.10158366 1936885.4543024),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1257,5703,16879.0,MOORPARK AV,W of,GULLO AV,MOORPARK AV & GULLO AV,POINT (6127251.5766305 1938632.42587407),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1283,5729,8395.0,WILLOW ST,W of, ,WILLOW ST &,POINT (6153228.19495274 1937303.40326965),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1287,5733,2600.0,CAPITOL AV,N of,BRISTOL DR,CAPITOL AV & BRISTOL DR,POINT (6176719.84219508 1951662.52743848),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1299,5745,42443.0,TULLY RD,E of,KING RD,TULLY RD & KING RD,POINT (6176387.60795142 1942789.55010574),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1300,5746,36031.0,MERIDIAN AV,N of,WILLOW ST,MERIDIAN AV & WILLOW ST,POINT (6150535.48905209 1936820.38815956),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1301,5747,26368.0,WINCHESTER BL,S of,NEAL AV,WINCHESTER BL & NEAL AV,POINT (6139968.82350567 1939043.61665273),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1301,5747,26368.0,WINCHESTER BL,S of,NEAL AV,WINCHESTER BL & NEAL AV,POINT (6139968.82350567 1939043.61665273),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1302,5748,27574.0,WINCHESTER BL,N of,LOMA VERDE DR,WINCHESTER BL & LOMA VERDE DR,POINT (6139939.11293517 1934662.52863015),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1316,5762,20807.0,KING RD,S of,WILLIAM ST,KING RD & WILLIAM ST,POINT (6168928.762961 1952073.53449048),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1329,5775,27066.0,THE ALAMEDA,N of,TAYLOR ST,THE ALAMEDA & TAYLOR ST,POINT (6149010.40844083 1948579.32363115),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1329,5775,27066.0,THE ALAMEDA,N of,TAYLOR ST,THE ALAMEDA & TAYLOR ST,POINT (6149010.40844083 1948579.32363115),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1332,5778,10794.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158415.71541758 1948261.74618231),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1332,5778,10794.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158415.71541758 1948261.74618231),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1332,5778,10794.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158415.71541758 1948261.74618231),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1332,5778,10794.0,FOURTH ST,S of,SANTA CLARA ST,FOURTH ST & SANTA CLARA ST,POINT (6158415.71541758 1948261.74618231),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1333,5779,27346.0,SAN CARLOS ST,E of,MENKER AV,SAN CARLOS ST & MENKER AV,POINT (6148323.78940725 1943379.1854094),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1333,5779,27346.0,SAN CARLOS ST,E of,MENKER AV,SAN CARLOS ST & MENKER AV,POINT (6148323.78940725 1943379.1854094),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1334,5780,16977.0,BIRD AV,N of,SAN CARLOS ST,BIRD AV & SAN CARLOS ST,POINT (6154420.04689975 1943821.02573307),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1334,5780,16977.0,BIRD AV,N of,SAN CARLOS ST,BIRD AV & SAN CARLOS ST,POINT (6154420.04689975 1943821.02573307),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1335,5781,11485.0,SAN CARLOS ST,W of,GIFFORD AV,SAN CARLOS ST & GIFFORD AV,POINT (6155387.52724825 1944371.44982906),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1335,5781,11485.0,SAN CARLOS ST,W of,GIFFORD AV,SAN CARLOS ST & GIFFORD AV,POINT (6155387.52724825 1944371.44982906),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1336,5782,11733.0,SAN CARLOS ST,E of,ALMADEN BL,SAN CARLOS ST & ALMADEN BL,POINT (6157265.00413632 1945501.3268344),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1336,5782,11733.0,SAN CARLOS ST,E of,ALMADEN BL,SAN CARLOS ST & ALMADEN BL,POINT (6157265.00413632 1945501.3268344),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1337,5783,18635.0,SAN CARLOS ST,W of,LINCOLN AV,SAN CARLOS ST & LINCOLN AV,POINT (6151980.98058367 1943379.88324265),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1337,5783,18635.0,SAN CARLOS ST,W of,LINCOLN AV,SAN CARLOS ST & LINCOLN AV,POINT (6151980.98058367 1943379.88324265),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1343,5789,17598.0,THE ALAMEDA,W of,STOCKTON AV,THE ALAMEDA & STOCKTON AV,POINT (6153471.54781249 1946363.34512348),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1343,5789,17598.0,THE ALAMEDA,W of,STOCKTON AV,THE ALAMEDA & STOCKTON AV,POINT (6153471.54781249 1946363.34512348),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1347,5793,27380.0,STORY RD,E of,REMILLARD CT,STORY RD & REMILLARD CT,POINT (6166144.69274175 1944851.96658456),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1348,5794,41439.0,STORY RD,W of,VIA FERRARI,STORY RD & VIA FERRARI,POINT (6168680.00033516 1946924.71440756),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1349,5795,47374.0,STEVENS CREEK BL,W of,CLOVER AV,STEVENS CREEK BL & CLOVER AV,POINT (6141591.23823982 1943451.33027823),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1349,5795,47374.0,STEVENS CREEK BL,W of,CLOVER AV,STEVENS CREEK BL & CLOVER AV,POINT (6141591.23823982 1943451.33027823),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1350,5796,29289.0,STEVENS CREEK BL,W of,HENRY AV,STEVENS CREEK BL & HENRY AV,POINT (6138389.87292342 1943477.43029165),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1350,5796,29289.0,STEVENS CREEK BL,W of,HENRY AV,STEVENS CREEK BL & HENRY AV,POINT (6138389.87292342 1943477.43029165),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1351,5797,29778.0,STEVENS CREEK BL,W of,BOYNTON AV,STEVENS CREEK BL & BOYNTON AV,POINT (6135468.79379183 1943499.64973539),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1351,5797,29778.0,STEVENS CREEK BL,W of,BOYNTON AV,STEVENS CREEK BL & BOYNTON AV,POINT (6135468.79379183 1943499.64973539),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1359,5805,5593.0,SECOND ST,S of,SAN FERNANDO ST,SECOND ST & SAN FERNANDO ST,POINT (6158159.88850142 1947275.65366632),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1359,5805,5593.0,SECOND ST,S of,SAN FERNANDO ST,SECOND ST & SAN FERNANDO ST,POINT (6158159.88850142 1947275.65366632),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1360,5806,5589.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157770.44899158 1947956.1132634),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1361,5807,3549.0,FIRST ST,N of,SANTA CLARA ST,FIRST ST & SANTA CLARA ST,POINT (6157348.47378567 1947974.6703129),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1362,5808,4481.0,MONTGOMERY ST,S of,SANTA CLARA ST,MONTGOMERY ST & SANTA CLARA ST,POINT (6154283.47958758 1946235.54026099),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1362,5808,4481.0,MONTGOMERY ST,S of,SANTA CLARA ST,MONTGOMERY ST & SANTA CLARA ST,POINT (6154283.47958758 1946235.54026099),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1368,5814,1825.0,BAYWOOD AV,S of,MOORPARK AV,BAYWOOD AV & MOORPARK AV,POINT (6141259.56075358 1940618.27459265),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1369,5815,28193.0,MOORPARK AV,E of,BAYWOOD AV,MOORPARK AV & BAYWOOD AV,POINT (6141380.25801875 1940796.10199289),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
