,counter_id,adt,main_road,counter_location,cross_road,nearby_intersect,geometry,index_right,route_id,route_name,route_desc,category,route_length,object_id
1793,6239,10552.0,RACE ST,N of,SAN CARLOS ST,RACE ST & SAN CARLOS ST,POINT (6151274.33140641 1943446.01106314),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1820,6266,12103.0,WILLOW ST, , ,WILLOW ST &,POINT (6154950.48645566 1938249.1385829),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1821,6267,8778.0,WILLOW ST, , ,WILLOW ST &,POINT (6153205.57065417 1937290.92954132),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1852,6298,15952.0,FIRST ST,N of,CENTURY CENTER CT,FIRST ST & CENTURY CENTER CT,POINT (6150532.46642032 1959818.7863884),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1888,6334,5173.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157903.78730758 1947719.4720044),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1888,6334,5173.0,SECOND ST,S of,SANTA CLARA ST,SECOND ST & SANTA CLARA ST,POINT (6157903.78730758 1947719.4720044),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1898,6344,23788.0,SARATOGA AV,S of,STEVENS CREEK BL,SARATOGA AV & STEVENS CREEK BL,POINT (6134215.22707325 1943421.52062656),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1898,6344,23788.0,SARATOGA AV,S of,STEVENS CREEK BL,SARATOGA AV & STEVENS CREEK BL,POINT (6134215.22707325 1943421.52062656),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1921,6367,16863.0,NEWHALL DR,S of,COLEMAN AV,NEWHALL DR & COLEMAN AV,POINT (6148081.35878974 1953653.40698689),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1930,6376,12448.0,SEVENTH ST,S of,KEYES ST,SEVENTH ST & KEYES ST,POINT (6162867.24522841 1942700.66642523),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1939,6385,27548.0,MCLAUGHLIN AV,N of,STORY RD,MCLAUGHLIN AV & STORY RD,POINT (6168044.9044925 1946568.05271931),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1958,6404,10547.0,WINCHESTER BL,S of,WALNUT GROVE AV,WINCHESTER BL & WALNUT GROVE AV,POINT (6140050.30628233 1947089.4457054),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1959,6405,22420.0,WINCHESTER BL,S of,DORCICH ST,WINCHESTER BL & DORCICH ST,POINT (6140013.59277308 1943988.77080439),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1960,6406,26386.0,WINCHESTER BL,N of,OLSEN DR,WINCHESTER BL & OLSEN DR,POINT (6139993.88054216 1942060.1053704),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1963,6409,22307.0,WHITE RD,N of,HOBART AV,WHITE RD & HOBART AV,POINT (6176328.34396233 1957593.2573749),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1966,6412,51822.0,TULLY RD,W of,KING RD,TULLY RD & KING RD,POINT (6176088.80868025 1942550.16442965),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1967,6413,25439.0,TULLY RD,W of,CAPITOL AV,TULLY RD & CAPITOL AV,POINT (6179953.47417925 1945722.80900298),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1967,6413,25439.0,TULLY RD,W of,CAPITOL AV,TULLY RD & CAPITOL AV,POINT (6179953.47417925 1945722.80900298),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1971,6417,7522.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158008.43276758 1948255.34560457),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1971,6417,7522.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158008.43276758 1948255.34560457),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
1971,6417,7522.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158008.43276758 1948255.34560457),54,23896,522,PALO ALTO - EASTRIDGE,Rapid,253522.04243493578,55
1971,6417,7522.0,THIRD ST,N of,SANTA CLARA ST,THIRD ST & SANTA CLARA ST,POINT (6158008.43276758 1948255.34560457),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
1975,6421,31074.0,STORY RD,E of,ROBERTS AV,STORY RD & ROBERTS AV,POINT (6166492.35444799 1945128.00605872),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1976,6422,31640.0,STORY RD,W of,KING RD,STORY RD & KING RD,POINT (6171173.76076758 1948995.30278607),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1976,6422,31640.0,STORY RD,W of,KING RD,STORY RD & KING RD,POINT (6171173.76076758 1948995.30278607),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1977,6423,28930.0,STORY RD,W of,GALAHAD AV,STORY RD & GALAHAD AV,POINT (6175318.89420958 1952413.80447923),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1978,6424,41492.0,STORY RD,W of,VIA FERRARI,STORY RD & VIA FERRARI,POINT (6168711.17251691 1946950.41087848),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
1981,6427,9929.0,MATRIX BL,E of,FIRST ST,MATRIX BL & FIRST ST,POINT (6150128.27858041 1960663.02354506),20,23904,60,WINCHESTER STN - MILPITAS BART,Frequent,151256.0590185394,21
1989,6435,19783.0,KING RD,N of,PENSACOLA DR,KING RD & PENSACOLA DR,POINT (6174832.07891025 1944275.64588681),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1990,6436,26318.0,KING RD,N of,EVERGLADE AV,KING RD & EVERGLADE AV,POINT (6172081.38362424 1947890.02776565),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
1991,6437,20818.0,KING RD,N of,VIRGINIA PL,KING RD & VIRGINIA PL,POINT (6169607.97485717 1951189.62680948),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2027,6473,9373.0,WILLOW ST,W of,SPENCER AV,WILLOW ST & SPENCER AV,POINT (6156779.66849282 1939481.45140699),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2028,6474,9432.0,WILLOW ST,E of,GLEN ECHO AV,WILLOW ST & GLEN ECHO AV,POINT (6151727.13069767 1936481.86324607),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2032,6478,20948.0,SAN CARLOS ST,E of,WILLARD ST,SAN CARLOS ST & WILLARD ST,POINT (6149711.48020141 1943365.91640706),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
2032,6478,20948.0,SAN CARLOS ST,E of,WILLARD ST,SAN CARLOS ST & WILLARD ST,POINT (6149711.48020141 1943365.91640706),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
2033,6479,23191.0,SAN CARLOS ST,E of,CLEVELAND AV,SAN CARLOS ST & CLEVELAND AV,POINT (6145949.72197691 1943400.19783457),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
2033,6479,23191.0,SAN CARLOS ST,E of,CLEVELAND AV,SAN CARLOS ST & CLEVELAND AV,POINT (6145949.72197691 1943400.19783457),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
2038,6484,10586.0,FRUITDALE AVE,E of,LEIGH AVE,FRUITDALE AVE & LEIGH AVE,POINT (6148129.15889099 1938742.52178247),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2040,6486,26328.0,MOORPARK AVE,E of,CLOVER AVE,MOORPARK AVE & CLOVER AVE,POINT (6141761.87175684 1940793.24340281),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2043,6489,5681.0,SECOND ST,S of,KEYES ST,SECOND ST & KEYES ST,POINT (6161299.01837799 1941817.66392614),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2050,6496,16226.0,S 1ST ST,S of,KEYES ST,S 1ST ST & KEYES ST,POINT (6161224.42731982 1941756.93012373),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2052,6498,19955.0,BOLLINGER RD,E of,MILLER AVE,BOLLINGER RD & MILLER AVE,POINT (6121958.82934199 1939064.73570497),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2187,6633,7610.0,SAN FERNANDO ST,E of,SIXTH ST,SAN FERNANDO ST & SIXTH ST,POINT (6159398.1934395 1948119.27599481),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
2188,6634,8820.0,SAN FERNANDO ST,W of,SIXTH ST,SAN FERNANDO ST & SIXTH ST,POINT (6159311.16867916 1948070.03724815),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
2207,6653,2693.0,SIXTH ST,N of,SAN FERNANDO ST,SIXTH ST & SAN FERNANDO ST,POINT (6159330.03904824 1948138.74150707),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
2277,6723,,KING RD,N of,OCALA AVE,KING RD & OCALA AVE,POINT (6173651.44774133 1945812.14248572),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2278,6724,16009.0,KING RD,N of,SAN FERNANDO ST,KING RD & SAN FERNANDO ST,POINT (6168053.33918691 1953263.50684807),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2280,6726,37781.0,KING RD,S of,LIDO WAY,KING RD & LIDO WAY,POINT (6170797.46886925 1949583.44695097),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2281,6727,29036.0,KING RD,S of,STORY RD,KING RD & STORY RD,POINT (6171249.82163908 1948996.09313881),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2281,6727,29036.0,KING RD,S of,STORY RD,KING RD & STORY RD,POINT (6171249.82163908 1948996.09313881),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2282,6728,18965.0,KING RD,S of,COOLEY DR,KING RD & COOLEY DR,POINT (6169051.71973608 1951909.0010269),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2322,6768,23273.0,SARATOGA AVE,S of,STEVENS CREEK,SARATOGA AVE & STEVENS CREEK,POINT (6134246.64630175 1943466.40111423),3,23876,23,DE ANZA COL - ALUM ROCK STN,Frequent,120202.95218814221,4
2322,6768,23273.0,SARATOGA AVE,S of,STEVENS CREEK,SARATOGA AVE & STEVENS CREEK,POINT (6134246.64630175 1943466.40111423),55,23897,523,SAN JOSE STATE - LOCKHEED MARTIN,Rapid,162676.69029166122,56
2334,6780,23284.0,SENTER RD,S of,KEYES ST,SENTER RD & KEYES ST,POINT (6164618.97433649 1943938.5819284),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2358,7245,10207.0,KING RD,N of,SAN FERNANDO ST,KING RD & SAN FERNANDO ST,POINT (6168038.75325808 1953282.64952631),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2360,7247,13927.0,KING RD,S of,CHRISTOPHER ST,KING RD & CHRISTOPHER ST,POINT (6172238.18908492 1947682.46650098),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2361,7248,12162.0,KING RD,S of,COOLEY DR,KING RD & COOLEY DR,POINT (6169066.92246158 1951888.67199931),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2363,7250,25934.0,KING RD,S of,LIDO WAY,KING RD & LIDO WAY,POINT (6170809.74082632 1949567.42336097),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2364,7251,13221.0,KING RD,S of,OCALA AVE,KING RD & OCALA AVE,POINT (6173723.99155949 1945717.51242565),2,23875,22,PALO ALTO - EASTRIDGE,Frequent,242559.90769687793,3
2374,7261,18169.0,STORY RD,E of,BAL HARBOR WAY,STORY RD & BAL HARBOR WAY,POINT (6172131.01016541 1949785.0761409),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2375,7262,20206.0,STORY RD,E of,JACKSON AVE,STORY RD & JACKSON AVE,POINT (6174397.29205017 1951653.89392556),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2376,7263,21056.0,STORY RD,W of,ROBERTS AVE,STORY RD & ROBERTS AVE,POINT (6166346.74647149 1945014.70215148),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
2377,7264,30501.0,STORY RD,W of,VIA FERRARI,STORY RD & VIA FERRARI,POINT (6168690.09250657 1946933.03361665),4,23879,25,DE ANZA COL - VMC - ALUM ROCK STN,Frequent,140850.28949079284,5
